,Disease,Keyword,Website,Symptoms,,
0,Nail Fungus and other Nail Disease,Alopecea Areata,https://my.clevelandclinic.org/health/diseases/12423-alopecia-areata,"Alopecia areata is an autoimmune disease that causes patchy hair loss anywhere on your body, but it most commonly affects the hair on the skin that covers your head (scalp). “Alopecia” is a medical term for hair loss or baldness, and “areata” means that it occurs in small, random areas.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Ringworm (Tinea Corporis),https://my.clevelandclinic.org/health/diseases/4560-ringworm,"You might be surprised to learn that a fungus — and not a worm — causes ringworm. Fungi thrive in warm and humid areas such as locker rooms and public showers. This common and contagious skin infection gets its name from the red, itchy, ring-shaped skin plaque (a type of scaly rash). It spreads easily and through close contact.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Candidiasis,https://my.clevelandclinic.org/health/diseases/23198-candidiasis,"Candidiasis is a fungal infection caused by an overgrowth of a type of yeast that lives on your body (Candida albicans). A candidiasis infection often appears on your skin, vagina or mouth, where Candida naturally lives in small amounts. Healthy bacteria on your body prevent yeast overgrowth. Imagine you have a two-armed scale with healthy bacteria on one side and yeast on the other. The scale stays balanced until disruption occurs from stress, a poor diet, a weakened immune system or an uncontrolled medical condition. When something disrupts your scale, a Candidiasis infection occurs.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea Versicolor,https://my.clevelandclinic.org/health/diseases/17719-tinea-versicolor,"Tinea versicolor is a common fungal infection that causes discolored skin. People with tinea versicolor develop white, yellow, red, pink or brown spots. It’s caused by an overgrowth of a type of yeast (fungus) that’s naturally found on your skin. Hot weather, humidity and sun exposure can make tinea versicolor worse. It’s not harmful or contagious but can be mildly itchy. Tinea versicolor is most commonly found on your shoulders, back and upper chest.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Cheilitis,https://my.clevelandclinic.org/health/diseases/21470-angular-cheilitis,"Angular cheilitis is a common inflammatory skin condition. It affects one or both corners of your mouth and causes irritated, cracked sores. Although painful, angular cheilitis usually isn’t serious.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Candida,https://my.clevelandclinic.org/health/diseases/23198-candidiasis,"Candidiasis is a fungal infection caused by an overgrowth of a type of yeast that lives on your body (Candida albicans). A candidiasis infection often appears on your skin, vagina or mouth, where Candida naturally lives in small amounts. Healthy bacteria on your body prevent yeast overgrowth. Imagine you have a two-armed scale with healthy bacteria on one side and yeast on the other. The scale stays balanced until disruption occurs from stress, a poor diet, a weakened immune system or an uncontrolled medical condition. When something disrupts your scale, a Candidiasis infection occurs.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Armpit Yeast Infection,https://my.clevelandclinic.org/health/diseases/22908-armpit-yeast-infection,"While you may think of a yeast infection as something that happens down below, it can actually occur all over your body, including your armpits. An armpit yeast infection, or a yeast infection of your skin, is also called candidiasis. Candidiasis is a fungal infection caused by a yeast called Candida. Yeast is a type of fungus.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Intertrigo,https://my.clevelandclinic.org/health/diseases/21693-intertrigo,"Intertrigo is a common inflammatory skin condition that is caused by skin-to-skin friction (rubbing) that is intensified by heat and moisture. It usually looks like a reddish rash. Trapped moisture, which is usually due to sweating, causes the surfaces of your skin to stick together in your skin folds. The moisture increases the friction, which leads to skin damage and inflammation.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Oral thrush,https://my.clevelandclinic.org/health/diseases/10956-thrush,"Thrush is a fungal (yeast) infection that can grow in your mouth, throat and other parts of your body. With oral thrush (oral candidiasis), you may develop white, raised, cottage cheese-like lesions (spots) on your tongue and cheeks. Thrush can quickly become irritated and cause mouth pain and redness.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,actinomycosis,https://my.clevelandclinic.org/health/diseases/24981-actinomycosis,"Actinomycosis (pronounced “ack-tin-oh-my-COH-sis”) is a rare bacterial infection that causes pus-filled areas (abscesses) surrounded by bumpy tissue. You get it from bacteria of the genus Actinomyces. Actinomyces live naturally in your body without harming you. But surgery, injury or disease can cause them to grow in places they don’t belong.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,coccidiomycosis,https://my.clevelandclinic.org/health/diseases/17754-valley-fever,"Valley fever (coccidioidomycosis) is an infection caused by the fungus Coccidioides. Coccidioides grows in the soil in the southwestern U.S., parts of Washington state and Central and South America. Most of the time, Valley fever doesn’t cause symptoms or symptoms go away on their own. Rarely, you can have ongoing lung issues or serious illness.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Erosio interdigitalis blastomycetica,https://my.clevelandclinic.org/health/diseases/23198-candidiasis,"Candidiasis is a fungal infection caused by an overgrowth of a type of yeast that lives on your body (Candida albicans). A candidiasis infection often appears on your skin, vagina or mouth, where Candida naturally lives in small amounts. Healthy bacteria on your body prevent yeast overgrowth. Imagine you have a two-armed scale with healthy bacteria on one side and yeast on the other. The scale stays balanced until disruption occurs from stress, a poor diet, a weakened immune system or an uncontrolled medical condition. When something disrupts your scale, a Candidiasis infection occurs.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,erythrasma,https://my.clevelandclinic.org/health/diseases/22752-erythromelalgia,"Erythromelalgia (ur-i-thruh-muh-lal-jah) is a rare condition in which excess blood flow causes periodic symptom flares. It’s a chronic condition, meaning that it stays with you for life. Erythromelalgia symptoms, which often include burning pain, worsen over time.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,kerion,https://my.clevelandclinic.org/health/diseases/22863-kerion,"A kerion (keer-ee-on) is an inflammatory, pus-filled sore (abscess) that sometimes oozes. Kerions form when your immune system overreacts to the fungal infection ringworm (tinea corporis). They most often appear on your scalp, but they may also appear on your face, neck, shoulders and upper arms.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Angular Cheilitis,https://my.clevelandclinic.org/health/diseases/21470-angular-cheilitis,"Angular cheilitis is a common inflammatory skin condition. It affects one or both corners of your mouth and causes irritated, cracked sores. Although painful, angular cheilitis usually isn’t serious.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Pitted Keratolysis,https://my.clevelandclinic.org/health/diseases/23285-pitted-keratolysis,Pitted keratolysis is a bacterial skin infection that causes a foul odor and itchiness. It most often affects the skin on your feet. You’re most at risk of developing pitted keratolysis if you have sweaty feet and wear shoes with limited airflow.,,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Pityrosporum,https://my.clevelandclinic.org/health/diseases/24341-fungal-acne,"Fungal acne, or Malassezia folliculitis, is an infection in hair follicles that’s often confused with common acne. It causes clusters of small, itchy, red bumps on your skin. Antifungal medications can treat the infection, and there are ways to prevent and relieve the rash-like symptoms.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea barbae,https://my.clevelandclinic.org/health/articles/23525-tinea-barbae,"Tinea barbae (tin-EE-uh BAR-bee) is a rare fungal infection that affects your skin, hair and hair follicles in the beard and mustache area. Tinea is the medical term for ringworm. Barbae is the Latin word for beard.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,ringworm,https://health.clevelandclinic.org/how-to-cure-ringworm/,,,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea Faciei,https://my.clevelandclinic.org/health/diseases/4560-ringworm,"You might be surprised to learn that a fungus — and not a worm — causes ringworm. Fungi thrive in warm and humid areas such as locker rooms and public showers. This common and contagious skin infection gets its name from the red, itchy, ring-shaped skin plaque (a type of scaly rash). It spreads easily and through close contact.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Athletes foot,https://my.clevelandclinic.org/health/diseases/22139-athletes-foot-tinea-pedis,"Athlete’s foot is a common fungal infection (caused by a fungus). Athlete’s foot causes an itchy, stinging, burning rash on the skin on one or both of your feet. Athlete’s foot is most common between your toes, but it can also affect the tops of your feet, the soles of your feet and your heels. Your skin may become scaly and cracked or develop blisters. Sometimes, your feet smell bad.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,jock itch,https://my.clevelandclinic.org/health/diseases/22141-jock-itch-tinea-cruris,"Jock itch is a common fungal (caused by a fungus) infection similar to ringworm. Jock itch causes an itchy, stinging, burning rash on the skin around your groin, inner thighs and butt crack (gluteal cleft). Tinea cruris is another name for jock itch. Tinea is another name for ringworm, and cruris means groin.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea Manuum,https://my.clevelandclinic.org/health/diseases/24063-tinea-manuum,"Tinea manuum is a fungal infection that affects the outer layer of skin on one or both of your hands. Symptoms of tinea manuum include itchy, round patches on the back of your hands and dry, thickened skin on your palms. Treatment for a tinea manuum infection involves the use of a topical antifungal medication.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea Capitis,https://my.clevelandclinic.org/health/diseases/22449-tinea-capitis,"Tinea capitis, or scalp ringworm, is a fungal infection that affects your child’s scalp and hair. Symptoms of tinea capitis include swollen red patches, dry scaly rashes, itchiness and hair loss. Mold-like fungi called dermatophytes cause tinea capitis. Treatment for a tinea capitis infection involves the use of an oral antifungal medication.",,
0,Systematic Diseases,Acanthosis nigricans,https://my.clevelandclinic.org/health/diseases/12168-acanthosis-nigricans,"This skin disorder results in light-brown-to-black spots. It often happens to otherwise healthy people, but in some cases, it may be a sign of an underlying condition. The markings look like a spot or stain that you might think you can scrub off. But washing will not remove acanthosis nigricans (AN).",,
0,Systematic Diseases,amyloidosis,https://my.clevelandclinic.org/health/diseases/23398-amyloidosis,"Amyloidosis is a rare disorder that happens when proteins in your body change or mutate, becoming twisted clumps of misshapen proteins that gather on your organs and tissues. Amyloidosis can be widespread (systemic) or localized to one area. Systemic is the most common form of amyloidosis, affecting organs and multiple tissues. In some instances, systemic amyloidosis may cause life-threatening organ damage. Localized amyloidosis only affects one organ or part of your body. There are several types of amyloidosis. Some types affect specific organs such as your heart, kidneys, liver and nerves. Other types spread throughout your body. Healthcare providers can’t cure amyloidosis, but they can slow its progress and ease symptoms.",,
0,Systematic Diseases,Cowden Syndrome,https://my.clevelandclinic.org/health/diseases/24815-cowden-syndrome,"Cowden syndrome is a rare genetic (inherited) condition. People with Cowden syndrome often have many noncancerous, tumor-like growths and skin issues. They may also have an increased risk of developing certain cancers. They’ll need frequent cancer screening tests that may detect cancer before it causes symptoms.",,
0,Systematic Diseases,Diabetes,https://my.clevelandclinic.org/health/diseases/7104-diabetes,"Increased thirst (polydipsia) and dry mouth.
Frequent urination.
Fatigue.
Blurred vision.
Unexplained weight loss.
Numbness or tingling in your hands or feet.
Slow-healing sores or cuts.
Frequent skin and/or vaginal yeast infections.",,
0,Systematic Diseases,Elastosis Perforans Serpiginosa,https://dermnetnz.org/topics/elastosis-perforans-serpiginosa,"cluster of small reddish bumps 2-5 mm in diameter, often grouped in linear, circular or serpiginous (snake-like) patterns. Each lesion may have a central pit, which is sometimes filled by a crusty or scaly plug. Usually, there are no symptoms, but sometimes elastosis perforans serpiginosa is itchy.

Elastosis perforans serpiginosa usually arises on the back of the neck (70%) and less frequently on one or both arms (20%), face (11%), legs (6%) and trunk (3%).",,
0,Systematic Diseases,Glucagonoma,https://my.clevelandclinic.org/health/articles/22283-glucagon,"Glucagon is a natural hormone your body makes that works with other hormones and bodily functions to control glucose (sugar) levels in your blood. Glucagon prevents your blood sugar from dropping too low. The alpha cells in your pancreas make glucagon and release it in response to a drop in blood sugar, prolonged fasting, exercise and protein-rich meals.",,
0,Systematic Diseases,Lichen amyloidosis,https://my.clevelandclinic.org/health/diseases/23398-amyloidosis,"Amyloidosis is a rare disorder that happens when proteins in your body change or mutate, becoming twisted clumps of misshapen proteins that gather on your organs and tissues. Amyloidosis can be widespread (systemic) or localized to one area. Systemic is the most common form of amyloidosis, affecting organs and multiple tissues. In some instances, systemic amyloidosis may cause life-threatening organ damage. Localized amyloidosis only affects one organ or part of your body. There are several types of amyloidosis. Some types affect specific organs such as your heart, kidneys, liver and nerves. Other types spread throughout your body. Healthcare providers can’t cure amyloidosis, but they can slow its progress and ease symptoms.",,
0,Systematic Diseases,myxedema,https://my.clevelandclinic.org/health/diseases/24514-pretibial-myxedema,"Pretibial myxedema is a skin condition that causes plaques of thick, scaly skin and swelling of your lower legs. This condition is a form of Graves’ disease and can affect people diagnosed with thyroid conditions. Symptoms are cosmetic and the condition doesn’t always need treatment.",,
0,Systematic Diseases,Necrobiosis Lipoidica Diabeticorum,https://my.clevelandclinic.org/health/articles/12176-diabetes-skin-conditions,"Diabetes affects various parts of your body, including your skin. An estimated 1 in 3 people with diabetes (Type 1 or Type 2) will develop a skin rash or other skin problem at some point.",,
0,Systematic Diseases,Neurofibromatosis,https://my.clevelandclinic.org/health/diseases/14422-neurofibromatosis-type-1-nf1,The neurofibromatoses are a part of a group of conditions known as neurocutaneous disorders that affect the skin and the nervous system. (“Neuro” refers to nerves and “cutaneous” refers to skin.),,
0,Systematic Diseases,Endocarditis,https://my.clevelandclinic.org/health/diseases/16957-endocarditis,"Infective endocarditis (IE) is a potentially fatal inflammation of your heart valves’ lining and sometimes heart chambers’ lining. This occurs when germs (usually bacteria) from elsewhere in your body enter your bloodstream and attach to and attack the lining of your heart valves and/or chambers. Infective endocarditis is also called bacterial endocarditis (BE) or acute, subacute (SBE) or chronic bacterial endocarditis.",,
0,Systematic Diseases,pellagra,https://my.clevelandclinic.org/health/diseases/23905-pellagra,"Pellagra is a disease caused by a deficiency of niacin, otherwise known as vitamin B3. It’s a form of malnutrition — specifically, micronutrient undernutrition. Niacin is crucial to cell functioning throughout your body, and the lack of it shows up in symptoms throughout your body, including your skin, mouth, bowels and brain. If left untreated, pellagra can cause lasting damage to your nervous system and even death.",,
0,Systematic Diseases,Pretibial Myxedema,https://my.clevelandclinic.org/health/diseases/24514-pretibial-myxedema,"Pretibial myxedema is a skin condition that causes plaques of thick, scaly skin and swelling of your lower legs. This condition is a form of Graves’ disease and can affect people diagnosed with thyroid conditions. Symptoms are cosmetic and the condition doesn’t always need treatment.",,
0,Systematic Diseases,rheumatoid nodule,https://my.clevelandclinic.org/health/diseases/4924-rheumatoid-arthritis,"Rheumatoid arthritis (RA) is an autoimmune disease that is chronic (ongoing). It occurs in the joints on both sides of your body, which makes it different from other types of arthritis. You may have symptoms of pain and inflammation in your:",,
0,Systematic Diseases,Sarcoidosis,https://my.clevelandclinic.org/health/diseases/24653-pulmonary-sarcoidosis,"Sarcoidosis is a disease that causes inflammation (swelling). It causes tiny, grain-like lumps of immune cells to form, called granulomas.",,
0,Systematic Diseases,Sebaceous Adenoma,https://my.clevelandclinic.org/health/diseases/22670-sebaceous-adenoma,"A sebaceous adenoma is a small bump on a gland in your skin (sebaceous gland). It’s a harmless, benign tumor in a hair follicle.",,
0,Systematic Diseases,Tuberous sclerosis,https://my.clevelandclinic.org/health/diseases/17586-tuberous-sclerosis,"Tuberous sclerosis complex (TSC) is a rare genetic disease that causes noncancerous tumors to grow throughout your body. This condition, sometimes known simply as tuberous sclerosis, can affect people in many ways. People with less severe cases may see very few effects and have a normal lifespan. Severe cases can lead to serious complications.",,
0,Systematic Diseases,Xanthoma,https://my.clevelandclinic.org/health/diseases/23385-xanthelasma,"Xanthelasma, or xanthelasma palpebrarum (XP), is a harmless, yellow growth that appears on or by the corners of your eyelids next to your nose. Cholesterol deposits build up under your skin to form a xanthelasma.",,
0,Light Diseases and Disorders of Pigmentation,Actinic keratosis,https://my.clevelandclinic.org/health/diseases/14148-actinic-keratosis,"Actinic keratosis (AK) is a skin disorder that causes rough, scaly patches of skin. Another name for AK is solar keratosis. AK is a type of precancer, which means that if you don’t treat the condition, it could turn into cancer. Without treatment, AK can lead to a type of skin cancer called squamous cell carcinoma.",,
0,Light Diseases and Disorders of Pigmentation,Solar comedones,https://my.clevelandclinic.org/health/diseases/5240-sun-damage-protecting-yourself,"Photoaging is the premature aging of your skin due to ongoing exposure to ultraviolet A (UVA) and ultraviolet B (UVB) radiation. Photodamage can come from natural UV radiation exposure from the sun or artificial UV light sources (tanning beds or sun lamps). UV exposure not only ages your skin more quickly than it naturally would, but can also increase your risk for skin cancer.",,
0,Light Diseases and Disorders of Pigmentation,Albinism,https://my.clevelandclinic.org/health/diseases/21747-albinism,"Albinism is a rare genetic disorder where you aren’t born with the usual amount of melanin pigment. Melanin is a chemical in your body that determines the color of your skin, hair and eyes. Most people with albinism have very pale skin, hair and eyes. They are prone to sunburn and skin cancer. Melanin also is involved in optical nerve development, so you may have vision problems.",,
0,Light Diseases and Disorders of Pigmentation,Idiopathic guttate hypomelanosis,https://health.clevelandclinic.org/white-spots-on-skin-from-sun/,"sun spots look like little white dots or rain droplets on your skin. These can appear anywhere on your body that�s been exposed to the sun, but you tend to see them more on your arms, legs and lower half of your body. These white spots appear because there�s less pigment in the affected area
Get it delivered right to your inbox ",,
0,Light Diseases and Disorders of Pigmentation,lentigo,https://my.clevelandclinic.org/health/diseases/21885-hyperpigmentation,"Hyperpigmentation is a common condition that makes some areas of the skin darker than others. “Hyper” means more, and “pigment” means color.",,
0,Light Diseases and Disorders of Pigmentation,Melasma,https://my.clevelandclinic.org/health/diseases/21454-melasma,"Melasma is a common skin disorder. Loosely translated, the word means “black spot.” If you have melasma you’re probably experiencing light brown, dark brown and/or blue-gray patches on your skin. They can appear as flat patches or freckle-like spots. Commonly affected areas include your face, including the cheeks, upper lip and forehead, as well as the forearms. Melasma is sometimes called the “mask of pregnancy” because it frequently affects pregnant women. Melasma typically darkens and lightens over time, often getting worse in the summer and better in the winter.",,
0,Light Diseases and Disorders of Pigmentation,Millia,https://my.clevelandclinic.org/health/diseases/17868-milia,"Milia (milk spots) are small, white cysts on your skin. Cysts are filled pockets under the surface of your skin. The most common place to find milia are on your face. Milia are harmless and only affect your appearance.",,
0,Light Diseases and Disorders of Pigmentation,Mongolian Blue Spots,https://my.clevelandclinic.org/health/diseases/12159-birthmarks,"A birthmark is a spot or patch on your skin that looks different from the skin around it. Birthmarks are very common and come in many different shapes and sizes. Most birthmarks are present at birth, which is where they get their name. Some birthmarks fade as you age while others will be with you for your entire life, unless you choose to remove them.",,
0,Light Diseases and Disorders of Pigmentation,Photosensitivity,https://my.clevelandclinic.org/health/diseases/17681-sun-allergy,"A sun allergy happens when a person develops a rash and sometimes other symptoms after exposure to sunlight. The allergy can range from mild to severe, possibly causing more serious symptoms or limiting everyday activities.",,
0,Light Diseases and Disorders of Pigmentation,piebaldism,https://my.clevelandclinic.org/health/diseases/12419-vitiligo,"Vitiligo (pronounced “vit-il-EYE-go”) is a skin condition that causes your skin to lose its color or pigment. This causes your skin to appear lighter than your natural skin tone or turn white. Areas of your skin that lose their pigment are called macules if they’re less than 1 centimeter wide, or patches if they’re larger than 1 centimeter. If you have vitiligo on a part of your body that has hair, your hair may turn white or silver.",,
0,Light Diseases and Disorders of Pigmentation,Poikiloderma of Civatte,https://my.clevelandclinic.org/health/diseases/23090-poikiloderma-of-civatte,"Poikiloderma of Civatte is a skin condition that appears as mottled, reddish-brown patches usually on the sides of your neck, upper chest and cheeks.",,
0,Light Diseases and Disorders of Pigmentation,Polymorphous light eruption,https://my.clevelandclinic.org/health/diseases/17888-polymorphous-light-eruption-pmle,Polymorphous light eruption (PMLE) is a common skin rash that develops after exposure to ultraviolet (UV) light.,,
0,Light Diseases and Disorders of Pigmentation,Porphyria ,https://my.clevelandclinic.org/health/diseases/17760-porphyria,"People living with cutaneous types of porphyria, which affects the skin, often experience symptoms including:

Oversensitivity to sunlight
Itching
Swelling of skin exposed to sunlight
Abrasions, blisters on the skin, skin erosions
Scarring of sun exposed areas of the skin leading to fragile skin",,
0,Light Diseases and Disorders of Pigmentation,Post Inflammatory Hyperpigmentation,https://my.clevelandclinic.org/health/diseases/21885-hyperpigmentation,"People living with cutaneous types of porphyria, which affects the skin, often experience symptoms including:

Oversensitivity to sunlight
Itching
Swelling of skin exposed to sunlight
Abrasions, blisters on the skin, skin erosions
Scarring of sun exposed areas of the skin leading to fragile skin
Acute porphyrias can cause symptoms that affect the nervous system. These symptoms generally occur suddenly and usually last a short period of time. Symptoms of acute porphyrias include:

Pain in the abdomen, chest, arms, legs, or back
Nausea or vomiting
Constipation (difficulty passing stool)
Urinary retention (inability to empty bladder completely)
Mental status changes, including confusion and hallucinations
Seizures
Muscle weakness",,
0,Light Diseases and Disorders of Pigmentation,Pseudoporphyria,https://my.clevelandclinic.org/health/diseases/17760-porphyria,"Treatment for porphyria depends on the type of porphyria you have and your symptoms. For people living with cutaneous porphyrias, avoiding sunlight is key to recovery.",,
0,Light Diseases and Disorders of Pigmentation,Sun Damaged Skin,https://my.clevelandclinic.org/health/diseases/21858-sunburn,"Sunburn is red, painful, damaged skin from being out in the sun for too long. When you get a sunburn, ultraviolet (UV) rays from the sun (or a tanning bed!) burn your skin. You don’t have to spend the day at the beach or pool to get a sunburn. Some people get sunburns doing everyday things without using sunscreen, like taking a lunch break outside, gardening or walking the dog.",,
0,Light Diseases and Disorders of Pigmentation,Vitiligo,https://my.clevelandclinic.org/health/diseases/12419-vitiligo,"Vitiligo (pronounced “vit-il-EYE-go”) is a skin condition that causes your skin to lose its color or pigment. This causes your skin to appear lighter than your natural skin tone or turn white. Areas of your skin that lose their pigment are called macules if they’re less than 1 centimeter wide, or patches if they’re larger than 1 centimeter. If you have vitiligo on a part of your body that has hair, your hair may turn white or silver.",,
0,Atopic Dermatitis,Eczema,https://my.clevelandclinic.org/health/diseases/9998-eczema,"Eczema is a skin condition that causes dry and itchy patches of skin. It’s a common condition that isn’t contagious. Symptoms of eczema can flare up if you contact an irritant or an allergen. There are treatments available to help you manage symptoms, but there isn’t a cure.",,
0,Atopic Dermatitis,Dermatitis Areola,https://my.clevelandclinic.org/health/diseases/21960-breast-eczema,"Breast eczema (atopic dermatitis) is a condition that causes your skin to become dry, discolored, itchy and bumpy. It may appear in the dark areas around your nipples (areolas), between your breasts, under your breasts, on the sides of your breasts or elsewhere on your chest.",,
0,Atopic Dermatitis,Dermatitis Lids,https://my.clevelandclinic.org/health/diseases/21930-eyelid-dermatitis,"Eyelid dermatitis develops when the folds of skin above and below your eyes come into contact with an allergen or irritant. It’s a form of contact dermatitis. The symptoms are annoying, but shouldn’t interfere with your daily life.",,
0,Atopic Dermatitis,ichthyosis,https://my.clevelandclinic.org/health/diseases/21069-ichthyosis-vulgaris,"Ichthyosis is a skin disease with more than 20 varieties. Ichthyosis vulgaris is the most common and mildest form of ichthyosis. Symptoms include dry, itchy skin and scales. Causes, diagnosis and treatment are explained.",,
0,Atopic Dermatitis,Atopic,https://my.clevelandclinic.org/health/diseases/24299-atopic-dermatitis,"Atopic dermatitis is a chronic condition that causes itchy skin that gets dry and scaly. It tends to come and go and may only be in childhood or may affect you your entire life. In people with light-colored skin, atopic dermatitis looks like red rashes. People with darker skin may develop brown, purple or gray rashes.",,
0,Atopic Dermatitis,Atopic Child,https://my.clevelandclinic.org/health/diseases/24299-atopic-dermatitis,"Atopic dermatitis is a chronic condition that causes itchy skin that gets dry and scaly. It tends to come and go and may only be in childhood or may affect you your entire life. In people with light-colored skin, atopic dermatitis looks like red rashes. People with darker skin may develop brown, purple or gray rashes.",,
0,Atopic Dermatitis,Atopic Derm,https://my.clevelandclinic.org/health/diseases/24299-atopic-dermatitis,"Atopic dermatitis is a chronic condition that causes itchy skin that gets dry and scaly. It tends to come and go and may only be in childhood or may affect you your entire life. In people with light-colored skin, atopic dermatitis looks like red rashes. People with darker skin may develop brown, purple or gray rashes.",,
0,Atopic Dermatitis,Atopic Face,https://my.clevelandclinic.org/health/diseases/24299-atopic-dermatitis,"Atopic dermatitis is a chronic condition that causes itchy skin that gets dry and scaly. It tends to come and go and may only be in childhood or may affect you your entire life. In people with light-colored skin, atopic dermatitis looks like red rashes. People with darker skin may develop brown, purple or gray rashes.",,
0,Atopic Dermatitis,Atopic Fossa,https://my.clevelandclinic.org/health/diseases/24299-atopic-dermatitis,"Atopic dermatitis is a chronic condition that causes itchy skin that gets dry and scaly. It tends to come and go and may only be in childhood or may affect you your entire life. In people with light-colored skin, atopic dermatitis looks like red rashes. People with darker skin may develop brown, purple or gray rashes.",,
0,Atopic Dermatitis,Atopic Lichenification,https://my.clevelandclinic.org/health/diseases/24299-atopic-dermatitis,"Atopic dermatitis is a chronic condition that causes itchy skin that gets dry and scaly. It tends to come and go and may only be in childhood or may affect you your entire life. In people with light-colored skin, atopic dermatitis looks like red rashes. People with darker skin may develop brown, purple or gray rashes.",,
0,Atopic Dermatitis,Atopic Mouth,https://my.clevelandclinic.org/health/diseases/24299-atopic-dermatitis,"Atopic dermatitis is a chronic condition that causes itchy skin that gets dry and scaly. It tends to come and go and may only be in childhood or may affect you your entire life. In people with light-colored skin, atopic dermatitis looks like red rashes. People with darker skin may develop brown, purple or gray rashes.",,
0,Atopic Dermatitis,Dry Feet,https://my.clevelandclinic.org/health/diseases/16940-dry-skin,"Dry skin is skin that doesn’t have enough moisture in it to keep it feeling soft. The medical term for dry skin is xeroderma (pronounced “ze-ROW-derm-ah”). Xerosis (pronounced “ze-ROW-sis”) is severely dry skin. Dry skin feels like rough patches of your skin that can flake or look scaly. If your skin is dry, it may or may not be itchy (pruritis). Severe dry skin may crack and bleed.",,
0,Atopic Dermatitis,Ichthyosis Sex Linked,https://my.clevelandclinic.org/health/diseases/21069-ichthyosis-vulgaris,"Ichthyosis is a skin disease with more than 20 varieties. Ichthyosis vulgaris is the most common and mildest form of ichthyosis. Symptoms include dry, itchy skin and scales. Causes, diagnosis and treatment are explained.",,
0,Atopic Dermatitis,Pityriasis Alba,https://my.clevelandclinic.org/health/symptoms/23363-hypopigmentation,"Hypopigmentation is a lightening of your skin color. Injuries or skin conditions are the primary cause of hypopigmentation. Treatment depends on what caused hypopigmentation, but it may involve medications or therapies. If you have scars or albinism, there’s no treatment available.",,
0,Atopic Dermatitis,Sex Linked Echthyosis,https://my.clevelandclinic.org/health/diseases/21069-ichthyosis-vulgaris,"Ichthyosis is a skin disease with more than 20 varieties. Ichthyosis vulgaris is the most common and mildest form of ichthyosis. Symptoms include dry, itchy skin and scales. Causes, diagnosis and treatment are explained.",,
0,Atopic Dermatitis,diaper Derm,https://my.clevelandclinic.org/health/diseases/11037-diaper-rash-diaper-dermatitis,"A diaper rash is any rash that forms in your baby’s diaper area. In mild cases, the skin may be red and tender. A more severe diaper rash may have painful, open sores. Mild cases clear up within three to four days with home treatment. More severe cases may need medical treatment. Diaper rashes are the most common skin condition seen in young infants.",,
0,Atopic Dermatitis,hyperkeratosis,https://my.clevelandclinic.org/health/diseases/17758-keratosis-pilaris,"Keratosis pilaris is a benign (not harmful) skin condition that looks like small bumps. If you have this condition, you may notice small, painless bumps on your skin around hair follicles. The bumps consist of excess keratin, which is a protein that helps form your hair, nails and skin’s outer layer (epidermis). Keratosis pilaris bumps may look red, brown or white, or they may look the same color as your skin. Other names for keratosis pilaris include KP or “chicken skin” because it looks like goose bumps.",,
0,Atopic Dermatitis,kerPilaris Florid,https://my.clevelandclinic.org/health/diseases/17758-keratosis-pilaris,"Keratosis pilaris is a benign (not harmful) skin condition that looks like small bumps. If you have this condition, you may notice small, painless bumps on your skin around hair follicles. The bumps consist of excess keratin, which is a protein that helps form your hair, nails and skin’s outer layer (epidermis). Keratosis pilaris bumps may look red, brown or white, or they may look the same color as your skin. Other names for keratosis pilaris include KP or “chicken skin” because it looks like goose bumps.",,
0,Warts Molluscum and other Viral Infections,Molluscum Contagiosum,https://my.clevelandclinic.org/health/diseases/12175-molluscum-contagiosum,"Molluscum contagiosum is a skin infection caused by a virus. The infection creates small, raised bumps on your skin that have the appearance of a pearl. These bumps are usually white but can match your natural skin tone or appear pink to purple. Bumps from the infection can form anywhere on your skin but it’s most common on your face, neck, arms, legs or genitals.",,
